,Term,Documented Frequency,Posting List
30,admission-criteria,55,"['Doc_0', 'Doc_1', 'Doc_2', 'Doc_3', 'Doc_4', 'Doc_5', 'Doc_6', 'Doc_7', 'Doc_8', 'Doc_9', 'Doc_10', 'Doc_11', 'Doc_12', 'Doc_13', 'Doc_14', 'Doc_15', 'Doc_16', 'Doc_17', 'Doc_18', 'Doc_19', 'Doc_20', 'Doc_21', 'Doc_22', 'Doc_23', 'Doc_24', 'Doc_25', 'Doc_26', 'Doc_27', 'Doc_28', 'Doc_29', 'Doc_30', 'Doc_31', 'Doc_32', 'Doc_33', 'Doc_34', 'Doc_35', 'Doc_36', 'Doc_37', 'Doc_38', 'Doc_39', 'Doc_40', 'Doc_41', 'Doc_42', 'Doc_43', 'Doc_44', 'Doc_45', 'Doc_46', 'Doc_47', 'Doc_48', 'Doc_49', 'Doc_50', 'Doc_51', 'Doc_52', 'Doc_53', 'Doc_54']"
31,entry-test-guidelin,55,"['Doc_0', 'Doc_1', 'Doc_2', 'Doc_3', 'Doc_4', 'Doc_5', 'Doc_6', 'Doc_7', 'Doc_8', 'Doc_9', 'Doc_10', 'Doc_11', 'Doc_12', 'Doc_13', 'Doc_14', 'Doc_15', 'Doc_16', 'Doc_17', 'Doc_18', 'Doc_19', 'Doc_20', 'Doc_21', 'Doc_22', 'Doc_23', 'Doc_24', 'Doc_25', 'Doc_26', 'Doc_27', 'Doc_28', 'Doc_29', 'Doc_30', 'Doc_31', 'Doc_32', 'Doc_33', 'Doc_34', 'Doc_35', 'Doc_36', 'Doc_37', 'Doc_38', 'Doc_39', 'Doc_40', 'Doc_41', 'Doc_42', 'Doc_43', 'Doc_44', 'Doc_45', 'Doc_46', 'Doc_47', 'Doc_48', 'Doc_49', 'Doc_50', 'Doc_51', 'Doc_52', 'Doc_53', 'Doc_54']"
32,financial-aid,55,"['Doc_0', 'Doc_1', 'Doc_2', 'Doc_3', 'Doc_4', 'Doc_5', 'Doc_6', 'Doc_7', 'Doc_8', 'Doc_9', 'Doc_10', 'Doc_11', 'Doc_12', 'Doc_13', 'Doc_14', 'Doc_15', 'Doc_16', 'Doc_17', 'Doc_18', 'Doc_19', 'Doc_20', 'Doc_21', 'Doc_22', 'Doc_23', 'Doc_24', 'Doc_25', 'Doc_26', 'Doc_27', 'Doc_28', 'Doc_29', 'Doc_30', 'Doc_31', 'Doc_32', 'Doc_33', 'Doc_34', 'Doc_35', 'Doc_36', 'Doc_37', 'Doc_38', 'Doc_39', 'Doc_40', 'Doc_41', 'Doc_42', 'Doc_43', 'Doc_44', 'Doc_45', 'Doc_46', 'Doc_47', 'Doc_48', 'Doc_49', 'Doc_50', 'Doc_51', 'Doc_52', 'Doc_53', 'Doc_54']"
33,fee-structur,55,"['Doc_0', 'Doc_1', 'Doc_2', 'Doc_3', 'Doc_4', 'Doc_5', 'Doc_6', 'Doc_7', 'Doc_8', 'Doc_9', 'Doc_10', 'Doc_11', 'Doc_12', 'Doc_13', 'Doc_14', 'Doc_15', 'Doc_16', 'Doc_17', 'Doc_18', 'Doc_19', 'Doc_20', 'Doc_21', 'Doc_22', 'Doc_23', 'Doc_24', 'Doc_25', 'Doc_26', 'Doc_27', 'Doc_28', 'Doc_29', 'Doc_30', 'Doc_31', 'Doc_32', 'Doc_33', 'Doc_34', 'Doc_35', 'Doc_36', 'Doc_37', 'Doc_38', 'Doc_39', 'Doc_40', 'Doc_41', 'Doc_42', 'Doc_43', 'Doc_44', 'Doc_45', 'Doc_46', 'Doc_47', 'Doc_48', 'Doc_49', 'Doc_50', 'Doc_51', 'Doc_52', 'Doc_53', 'Doc_54']"
34,deposit-slip,55,"['Doc_0', 'Doc_1', 'Doc_2', 'Doc_3', 'Doc_4', 'Doc_5', 'Doc_6', 'Doc_7', 'Doc_8', 'Doc_9', 'Doc_10', 'Doc_11', 'Doc_12', 'Doc_13', 'Doc_14', 'Doc_15', 'Doc_16', 'Doc_17', 'Doc_18', 'Doc_19', 'Doc_20', 'Doc_21', 'Doc_22', 'Doc_23', 'Doc_24', 'Doc_25', 'Doc_26', 'Doc_27', 'Doc_28', 'Doc_29', 'Doc_30', 'Doc_31', 'Doc_32', 'Doc_33', 'Doc_34', 'Doc_35', 'Doc_36', 'Doc_37', 'Doc_38', 'Doc_39', 'Doc_40', 'Doc_41', 'Doc_42', 'Doc_43', 'Doc_44', 'Doc_45', 'Doc_46', 'Doc_47', 'Doc_48', 'Doc_49', 'Doc_50', 'Doc_51', 'Doc_52', 'Doc_53', 'Doc_54']"
35,faq,57,"['Doc_0', 'Doc_1', 'Doc_2', 'Doc_3', 'Doc_4', 'Doc_5', 'Doc_6', 'Doc_7', 'Doc_8', 'Doc_9', 'Doc_10', 'Doc_11', 'Doc_12', 'Doc_13', 'Doc_14', 'Doc_15', 'Doc_16', 'Doc_17', 'Doc_18', 'Doc_19', 'Doc_20', 'Doc_21', 'Doc_22', 'Doc_23', 'Doc_24', 'Doc_25', 'Doc_26', 'Doc_27', 'Doc_28', 'Doc_29', 'Doc_30', 'Doc_31', 'Doc_32', 'Doc_33', 'Doc_34', 'Doc_35', 'Doc_36', 'Doc_37', 'Doc_38', 'Doc_39', 'Doc_40', 'Doc_41', 'Doc_42', 'Doc_43', 'Doc_44', 'Doc_45', 'Doc_46', 'Doc_47', 'Doc_48', 'Doc_49', 'Doc_50', 'Doc_51', 'Doc_52', 'Doc_53', 'Doc_54', 'Doc_55', 'Doc_56']"
36,life-at-nam,55,"['Doc_0', 'Doc_1', 'Doc_2', 'Doc_3', 'Doc_4', 'Doc_5', 'Doc_6', 'Doc_7', 'Doc_8', 'Doc_9', 'Doc_10', 'Doc_11', 'Doc_12', 'Doc_13', 'Doc_14', 'Doc_15', 'Doc_16', 'Doc_17', 'Doc_18', 'Doc_19', 'Doc_20', 'Doc_21', 'Doc_22', 'Doc_23', 'Doc_24', 'Doc_25', 'Doc_26', 'Doc_27', 'Doc_28', 'Doc_29', 'Doc_30', 'Doc_31', 'Doc_32', 'Doc_33', 'Doc_34', 'Doc_35', 'Doc_36', 'Doc_37', 'Doc_38', 'Doc_39', 'Doc_40', 'Doc_41', 'Doc_42', 'Doc_43', 'Doc_44', 'Doc_45', 'Doc_46', 'Doc_47', 'Doc_48', 'Doc_49', 'Doc_50', 'Doc_51', 'Doc_52', 'Doc_53', 'Doc_54']"
37,workshops-and-seminar,55,"['Doc_0', 'Doc_1', 'Doc_2', 'Doc_3', 'Doc_4', 'Doc_5', 'Doc_6', 'Doc_7', 'Doc_8', 'Doc_9', 'Doc_10', 'Doc_11', 'Doc_12', 'Doc_13', 'Doc_14', 'Doc_15', 'Doc_16', 'Doc_17', 'Doc_18', 'Doc_19', 'Doc_20', 'Doc_21', 'Doc_22', 'Doc_23', 'Doc_24', 'Doc_25', 'Doc_26', 'Doc_27', 'Doc_28', 'Doc_29', 'Doc_30', 'Doc_31', 'Doc_32', 'Doc_33', 'Doc_34', 'Doc_35', 'Doc_36', 'Doc_37', 'Doc_38', 'Doc_39', 'Doc_40', 'Doc_41', 'Doc_42', 'Doc_43', 'Doc_44', 'Doc_45', 'Doc_46', 'Doc_47', 'Doc_48', 'Doc_49', 'Doc_50', 'Doc_51', 'Doc_52', 'Doc_53', 'Doc_54']"
38,facil,55,"['Doc_0', 'Doc_1', 'Doc_2', 'Doc_3', 'Doc_4', 'Doc_5', 'Doc_6', 'Doc_7', 'Doc_8', 'Doc_9', 'Doc_10', 'Doc_11', 'Doc_12', 'Doc_13', 'Doc_14', 'Doc_15', 'Doc_16', 'Doc_17', 'Doc_18', 'Doc_19', 'Doc_20', 'Doc_21', 'Doc_22', 'Doc_23', 'Doc_24', 'Doc_25', 'Doc_26', 'Doc_27', 'Doc_28', 'Doc_29', 'Doc_30', 'Doc_31', 'Doc_32', 'Doc_33', 'Doc_34', 'Doc_35', 'Doc_36', 'Doc_37', 'Doc_38', 'Doc_39', 'Doc_40', 'Doc_41', 'Doc_42', 'Doc_43', 'Doc_44', 'Doc_45', 'Doc_46', 'Doc_47', 'Doc_48', 'Doc_49', 'Doc_50', 'Doc_51', 'Doc_52', 'Doc_53', 'Doc_54']"
39,green-nam,55,"['Doc_0', 'Doc_1', 'Doc_2', 'Doc_3', 'Doc_4', 'Doc_5', 'Doc_6', 'Doc_7', 'Doc_8', 'Doc_9', 'Doc_10', 'Doc_11', 'Doc_12', 'Doc_13', 'Doc_14', 'Doc_15', 'Doc_16', 'Doc_17', 'Doc_18', 'Doc_19', 'Doc_20', 'Doc_21', 'Doc_22', 'Doc_23', 'Doc_24', 'Doc_25', 'Doc_26', 'Doc_27', 'Doc_28', 'Doc_29', 'Doc_30', 'Doc_31', 'Doc_32', 'Doc_33', 'Doc_34', 'Doc_35', 'Doc_36', 'Doc_37', 'Doc_38', 'Doc_39', 'Doc_40', 'Doc_41', 'Doc_42', 'Doc_43', 'Doc_44', 'Doc_45', 'Doc_46', 'Doc_47', 'Doc_48', 'Doc_49', 'Doc_50', 'Doc_51', 'Doc_52', 'Doc_53', 'Doc_54']"
40,news-ev,55,"['Doc_0', 'Doc_1', 'Doc_2', 'Doc_3', 'Doc_4', 'Doc_5', 'Doc_6', 'Doc_7', 'Doc_8', 'Doc_9', 'Doc_10', 'Doc_11', 'Doc_12', 'Doc_13', 'Doc_14', 'Doc_15', 'Doc_16', 'Doc_17', 'Doc_18', 'Doc_19', 'Doc_20', 'Doc_21', 'Doc_22', 'Doc_23', 'Doc_24', 'Doc_25', 'Doc_26', 'Doc_27', 'Doc_28', 'Doc_29', 'Doc_30', 'Doc_31', 'Doc_32', 'Doc_33', 'Doc_34', 'Doc_35', 'Doc_36', 'Doc_37', 'Doc_38', 'Doc_39', 'Doc_40', 'Doc_41', 'Doc_42', 'Doc_43', 'Doc_44', 'Doc_45', 'Doc_46', 'Doc_47', 'Doc_48', 'Doc_49', 'Doc_50', 'Doc_51', 'Doc_52', 'Doc_53', 'Doc_54']"
41,namalknowledgec,57,"['Doc_0', 'Doc_1', 'Doc_2', 'Doc_3', 'Doc_4', 'Doc_5', 'Doc_6', 'Doc_7', 'Doc_8', 'Doc_9', 'Doc_10', 'Doc_11', 'Doc_12', 'Doc_13', 'Doc_14', 'Doc_15', 'Doc_16', 'Doc_17', 'Doc_18', 'Doc_19', 'Doc_20', 'Doc_21', 'Doc_22', 'Doc_23', 'Doc_24', 'Doc_25', 'Doc_26', 'Doc_27', 'Doc_28', 'Doc_29', 'Doc_30', 'Doc_31', 'Doc_32', 'Doc_33', 'Doc_34', 'Doc_35', 'Doc_36', 'Doc_37', 'Doc_38', 'Doc_39', 'Doc_40', 'Doc_41', 'Doc_42', 'Doc_43', 'Doc_44', 'Doc_45', 'Doc_46', 'Doc_47', 'Doc_48', 'Doc_49', 'Doc_50', 'Doc_51', 'Doc_52', 'Doc_53', 'Doc_54', 'Doc_55', 'Doc_56']"
42,mydiv,4,"['Doc_0', 'Doc_4', 'Doc_11', 'Doc_15']"
43,news,15,"['Doc_0', 'Doc_4', 'Doc_11', 'Doc_15', 'Doc_21', 'Doc_22', 'Doc_23', 'Doc_25', 'Doc_26', 'Doc_28', 'Doc_29', 'Doc_30', 'Doc_31', 'Doc_55', 'Doc_56']"
44,participation-in-shan-e-rehmat-ul-lil-alameen-week-6658,14,"['Doc_0', 'Doc_4', 'Doc_8', 'Doc_11', 'Doc_15', 'Doc_21', 'Doc_22', 'Doc_23', 'Doc_25', 'Doc_26', 'Doc_27', 'Doc_28', 'Doc_29', 'Doc_30']"
45,how-to-construct-effect,13,"['Doc_0', 'Doc_4', 'Doc_8', 'Doc_11', 'Doc_15', 'Doc_21', 'Doc_23', 'Doc_25', 'Doc_26', 'Doc_27', 'Doc_28', 'Doc_29', 'Doc_31']"
46,pani,13,"['Doc_0', 'Doc_4', 'Doc_8', 'Doc_11', 'Doc_15', 'Doc_21', 'Doc_23', 'Doc_25', 'Doc_26', 'Doc_27', 'Doc_28', 'Doc_29', 'Doc_31']"
47,pensation-philosophy-2467,13,"['Doc_0', 'Doc_4', 'Doc_8', 'Doc_11', 'Doc_15', 'Doc_21', 'Doc_23', 'Doc_25', 'Doc_26', 'Doc_27', 'Doc_28', 'Doc_29', 'Doc_31']"
48,groundbreaking-ceremony-of-namal-knowledge-city-phase-1-8712,13,"['Doc_0', 'Doc_4', 'Doc_8', 'Doc_11', 'Doc_15', 'Doc_22', 'Doc_23', 'Doc_25', 'Doc_26', 'Doc_27', 'Doc_28', 'Doc_30', 'Doc_31']"
49,mr-ali-zafar-has-joined-the-namal-family-as-an-ambassador-1724,13,"['Doc_0', 'Doc_4', 'Doc_8', 'Doc_11', 'Doc_15', 'Doc_21', 'Doc_22', 'Doc_25', 'Doc_26', 'Doc_27', 'Doc_29', 'Doc_30', 'Doc_31']"
50,event,57,"['Doc_0', 'Doc_1', 'Doc_2', 'Doc_3', 'Doc_4', 'Doc_5', 'Doc_6', 'Doc_7', 'Doc_8', 'Doc_9', 'Doc_10', 'Doc_11', 'Doc_12', 'Doc_13', 'Doc_14', 'Doc_15', 'Doc_16', 'Doc_17', 'Doc_18', 'Doc_19', 'Doc_20', 'Doc_21', 'Doc_22', 'Doc_23', 'Doc_24', 'Doc_25', 'Doc_26', 'Doc_27', 'Doc_28', 'Doc_29', 'Doc_30', 'Doc_31', 'Doc_32', 'Doc_33', 'Doc_34', 'Doc_35', 'Doc_36', 'Doc_37', 'Doc_38', 'Doc_39', 'Doc_40', 'Doc_41', 'Doc_42', 'Doc_43', 'Doc_44', 'Doc_45', 'Doc_46', 'Doc_47', 'Doc_48', 'Doc_49', 'Doc_50', 'Doc_51', 'Doc_52', 'Doc_53', 'Doc_54', 'Doc_55', 'Doc_56']"
51,managing-stress-and-related-psychological-issues-in-university-0508,13,"['Doc_0', 'Doc_4', 'Doc_8', 'Doc_11', 'Doc_15', 'Doc_16', 'Doc_17', 'Doc_18', 'Doc_19', 'Doc_22', 'Doc_24', 'Doc_25', 'Doc_27']"
52,seminar-on-innov,13,"['Doc_0', 'Doc_4', 'Doc_8', 'Doc_11', 'Doc_15', 'Doc_16', 'Doc_17', 'Doc_18', 'Doc_19', 'Doc_20', 'Doc_22', 'Doc_24', 'Doc_27']"
53,mercialization-of-final-year-project-9104,13,"['Doc_0', 'Doc_4', 'Doc_8', 'Doc_11', 'Doc_15', 'Doc_16', 'Doc_17', 'Doc_18', 'Doc_19', 'Doc_20', 'Doc_22', 'Doc_24', 'Doc_27']"
54,entrepreneurship-opportunities-and-challenges-6358,12,"['Doc_0', 'Doc_4', 'Doc_8', 'Doc_11', 'Doc_15', 'Doc_16', 'Doc_17', 'Doc_18', 'Doc_20', 'Doc_24', 'Doc_25', 'Doc_27']"
55,importance-of,13,"['Doc_0', 'Doc_4', 'Doc_8', 'Doc_11', 'Doc_15', 'Doc_17', 'Doc_18', 'Doc_19', 'Doc_20', 'Doc_22', 'Doc_24', 'Doc_25', 'Doc_27']"
56,munication-in-business-studies-3199,13,"['Doc_0', 'Doc_4', 'Doc_8', 'Doc_11', 'Doc_15', 'Doc_17', 'Doc_18', 'Doc_19', 'Doc_20', 'Doc_22', 'Doc_24', 'Doc_25', 'Doc_27']"
57,research,23,"['Doc_0', 'Doc_4', 'Doc_11', 'Doc_12', 'Doc_13', 'Doc_14', 'Doc_15', 'Doc_16', 'Doc_17', 'Doc_19', 'Doc_21', 'Doc_22', 'Doc_23', 'Doc_27', 'Doc_29', 'Doc_33', 'Doc_39', 'Doc_40', 'Doc_41', 'Doc_42', 'Doc_43', 'Doc_44', 'Doc_47']"
58,rural-and-agriculture-informatics-lab-1547,5,"['Doc_0', 'Doc_4', 'Doc_11', 'Doc_12', 'Doc_15']"
59,nulms.namal.edu.pk,55,"['Doc_0', 'Doc_1', 'Doc_2', 'Doc_3', 'Doc_4', 'Doc_5', 'Doc_6', 'Doc_7', 'Doc_8', 'Doc_9', 'Doc_10', 'Doc_11', 'Doc_12', 'Doc_13', 'Doc_14', 'Doc_15', 'Doc_16', 'Doc_17', 'Doc_18', 'Doc_19', 'Doc_20', 'Doc_21', 'Doc_22', 'Doc_23', 'Doc_24', 'Doc_25', 'Doc_26', 'Doc_27', 'Doc_28', 'Doc_29', 'Doc_30', 'Doc_31', 'Doc_32', 'Doc_33', 'Doc_34', 'Doc_35', 'Doc_36', 'Doc_37', 'Doc_38', 'Doc_39', 'Doc_40', 'Doc_41', 'Doc_42', 'Doc_43', 'Doc_44', 'Doc_45', 'Doc_46', 'Doc_47', 'Doc_48', 'Doc_49', 'Doc_50', 'Doc_51', 'Doc_52', 'Doc_53', 'Doc_54']"
60,!,55,"['Doc_0', 'Doc_1', 'Doc_2', 'Doc_3', 'Doc_4', 'Doc_5', 'Doc_6', 'Doc_7', 'Doc_8', 'Doc_9', 'Doc_10', 'Doc_11', 'Doc_12', 'Doc_13', 'Doc_14', 'Doc_15', 'Doc_16', 'Doc_17', 'Doc_18', 'Doc_19', 'Doc_20', 'Doc_21', 'Doc_22', 'Doc_23', 'Doc_24', 'Doc_25', 'Doc_26', 'Doc_27', 'Doc_28', 'Doc_29', 'Doc_30', 'Doc_31', 'Doc_32', 'Doc_33', 'Doc_34', 'Doc_35', 'Doc_36', 'Doc_37', 'Doc_38', 'Doc_39', 'Doc_40', 'Doc_41', 'Doc_42', 'Doc_43', 'Doc_44', 'Doc_45', 'Doc_46', 'Doc_47', 'Doc_48', 'Doc_49', 'Doc_50', 'Doc_51', 'Doc_52', 'Doc_53', 'Doc_54']"
61,facebook,57,"['Doc_0', 'Doc_1', 'Doc_2', 'Doc_3', 'Doc_4', 'Doc_5', 'Doc_6', 'Doc_7', 'Doc_8', 'Doc_9', 'Doc_10', 'Doc_11', 'Doc_12', 'Doc_13', 'Doc_14', 'Doc_15', 'Doc_16', 'Doc_17', 'Doc_18', 'Doc_19', 'Doc_20', 'Doc_21', 'Doc_22', 'Doc_23', 'Doc_24', 'Doc_25', 'Doc_26', 'Doc_27', 'Doc_28', 'Doc_29', 'Doc_30', 'Doc_31', 'Doc_32', 'Doc_33', 'Doc_34', 'Doc_35', 'Doc_36', 'Doc_37', 'Doc_38', 'Doc_39', 'Doc_40', 'Doc_41', 'Doc_42', 'Doc_43', 'Doc_44', 'Doc_45', 'Doc_46', 'Doc_47', 'Doc_48', 'Doc_49', 'Doc_50', 'Doc_51', 'Doc_52', 'Doc_53', 'Doc_54', 'Doc_55', 'Doc_56']"
62,namalinstitut,55,"['Doc_0', 'Doc_1', 'Doc_2', 'Doc_3', 'Doc_4', 'Doc_5', 'Doc_6', 'Doc_7', 'Doc_8', 'Doc_9', 'Doc_10', 'Doc_11', 'Doc_12', 'Doc_13', 'Doc_14', 'Doc_15', 'Doc_16', 'Doc_17', 'Doc_18', 'Doc_19', 'Doc_20', 'Doc_21', 'Doc_22', 'Doc_23', 'Doc_24', 'Doc_25', 'Doc_26', 'Doc_27', 'Doc_28', 'Doc_29', 'Doc_30', 'Doc_31', 'Doc_32', 'Doc_33', 'Doc_34', 'Doc_35', 'Doc_36', 'Doc_37', 'Doc_38', 'Doc_39', 'Doc_40', 'Doc_41', 'Doc_42', 'Doc_43', 'Doc_44', 'Doc_45', 'Doc_46', 'Doc_47', 'Doc_48', 'Doc_49', 'Doc_50', 'Doc_51', 'Doc_52', 'Doc_53', 'Doc_54']"
63,twitter,57,"['Doc_0', 'Doc_1', 'Doc_2', 'Doc_3', 'Doc_4', 'Doc_5', 'Doc_6', 'Doc_7', 'Doc_8', 'Doc_9', 'Doc_10', 'Doc_11', 'Doc_12', 'Doc_13', 'Doc_14', 'Doc_15', 'Doc_16', 'Doc_17', 'Doc_18', 'Doc_19', 'Doc_20', 'Doc_21', 'Doc_22', 'Doc_23', 'Doc_24', 'Doc_25', 'Doc_26', 'Doc_27', 'Doc_28', 'Doc_29', 'Doc_30', 'Doc_31', 'Doc_32', 'Doc_33', 'Doc_34', 'Doc_35', 'Doc_36', 'Doc_37', 'Doc_38', 'Doc_39', 'Doc_40', 'Doc_41', 'Doc_42', 'Doc_43', 'Doc_44', 'Doc_45', 'Doc_46', 'Doc_47', 'Doc_48', 'Doc_49', 'Doc_50', 'Doc_51', 'Doc_52', 'Doc_53', 'Doc_54', 'Doc_55', 'Doc_56']"
64,namaledu,57,"['Doc_0', 'Doc_1', 'Doc_2', 'Doc_3', 'Doc_4', 'Doc_5', 'Doc_6', 'Doc_7', 'Doc_8', 'Doc_9', 'Doc_10', 'Doc_11', 'Doc_12', 'Doc_13', 'Doc_14', 'Doc_15', 'Doc_16', 'Doc_17', 'Doc_18', 'Doc_19', 'Doc_20', 'Doc_21', 'Doc_22', 'Doc_23', 'Doc_24', 'Doc_25', 'Doc_26', 'Doc_27', 'Doc_28', 'Doc_29', 'Doc_30', 'Doc_31', 'Doc_32', 'Doc_33', 'Doc_34', 'Doc_35', 'Doc_36', 'Doc_37', 'Doc_38', 'Doc_39', 'Doc_40', 'Doc_41', 'Doc_42', 'Doc_43', 'Doc_44', 'Doc_45', 'Doc_46', 'Doc_47', 'Doc_48', 'Doc_49', 'Doc_50', 'Doc_51', 'Doc_52', 'Doc_53', 'Doc_54', 'Doc_55', 'Doc_56']"
65,instagram,57,"['Doc_0', 'Doc_1', 'Doc_2', 'Doc_3', 'Doc_4', 'Doc_5', 'Doc_6', 'Doc_7', 'Doc_8', 'Doc_9', 'Doc_10', 'Doc_11', 'Doc_12', 'Doc_13', 'Doc_14', 'Doc_15', 'Doc_16', 'Doc_17', 'Doc_18', 'Doc_19', 'Doc_20', 'Doc_21', 'Doc_22', 'Doc_23', 'Doc_24', 'Doc_25', 'Doc_26', 'Doc_27', 'Doc_28', 'Doc_29', 'Doc_30', 'Doc_31', 'Doc_32', 'Doc_33', 'Doc_34', 'Doc_35', 'Doc_36', 'Doc_37', 'Doc_38', 'Doc_39', 'Doc_40', 'Doc_41', 'Doc_42', 'Doc_43', 'Doc_44', 'Doc_45', 'Doc_46', 'Doc_47', 'Doc_48', 'Doc_49', 'Doc_50', 'Doc_51', 'Doc_52', 'Doc_53', 'Doc_54', 'Doc_55', 'Doc_56']"
66,mailto,55,"['Doc_0', 'Doc_1', 'Doc_2', 'Doc_3', 'Doc_4', 'Doc_5', 'Doc_6', 'Doc_7', 'Doc_8', 'Doc_9', 'Doc_10', 'Doc_11', 'Doc_12', 'Doc_13', 'Doc_14', 'Doc_15', 'Doc_16', 'Doc_17', 'Doc_18', 'Doc_19', 'Doc_20', 'Doc_21', 'Doc_22', 'Doc_23', 'Doc_24', 'Doc_25', 'Doc_26', 'Doc_27', 'Doc_28', 'Doc_29', 'Doc_30', 'Doc_31', 'Doc_32', 'Doc_33', 'Doc_34', 'Doc_35', 'Doc_36', 'Doc_37', 'Doc_38', 'Doc_39', 'Doc_40', 'Doc_41', 'Doc_42', 'Doc_43', 'Doc_44', 'Doc_45', 'Doc_46', 'Doc_47', 'Doc_48', 'Doc_49', 'Doc_50', 'Doc_51', 'Doc_52', 'Doc_53', 'Doc_54']"
67,info,55,"['Doc_0', 'Doc_1', 'Doc_2', 'Doc_3', 'Doc_4', 'Doc_5', 'Doc_6', 'Doc_7', 'Doc_8', 'Doc_9', 'Doc_10', 'Doc_11', 'Doc_12', 'Doc_13', 'Doc_14', 'Doc_15', 'Doc_16', 'Doc_17', 'Doc_18', 'Doc_19', 'Doc_20', 'Doc_21', 'Doc_22', 'Doc_23', 'Doc_24', 'Doc_25', 'Doc_26', 'Doc_27', 'Doc_28', 'Doc_29', 'Doc_30', 'Doc_31', 'Doc_32', 'Doc_33', 'Doc_34', 'Doc_35', 'Doc_36', 'Doc_37', 'Doc_38', 'Doc_39', 'Doc_40', 'Doc_41', 'Doc_42', 'Doc_43', 'Doc_44', 'Doc_45', 'Doc_46', 'Doc_47', 'Doc_48', 'Doc_49', 'Doc_50', 'Doc_51', 'Doc_52', 'Doc_53', 'Doc_54']"
68,@,57,"['Doc_0', 'Doc_1', 'Doc_2', 'Doc_3', 'Doc_4', 'Doc_5', 'Doc_6', 'Doc_7', 'Doc_8', 'Doc_9', 'Doc_10', 'Doc_11', 'Doc_12', 'Doc_13', 'Doc_14', 'Doc_15', 'Doc_16', 'Doc_17', 'Doc_18', 'Doc_19', 'Doc_20', 'Doc_21', 'Doc_22', 'Doc_23', 'Doc_24', 'Doc_25', 'Doc_26', 'Doc_27', 'Doc_28', 'Doc_29', 'Doc_30', 'Doc_31', 'Doc_32', 'Doc_33', 'Doc_34', 'Doc_35', 'Doc_36', 'Doc_37', 'Doc_38', 'Doc_39', 'Doc_40', 'Doc_41', 'Doc_42', 'Doc_43', 'Doc_44', 'Doc_45', 'Doc_46', 'Doc_47', 'Doc_48', 'Doc_49', 'Doc_50', 'Doc_51', 'Doc_52', 'Doc_53', 'Doc_54', 'Doc_55', 'Doc_56']"
69,namal.edu.pk,57,"['Doc_0', 'Doc_1', 'Doc_2', 'Doc_3', 'Doc_4', 'Doc_5', 'Doc_6', 'Doc_7', 'Doc_8', 'Doc_9', 'Doc_10', 'Doc_11', 'Doc_12', 'Doc_13', 'Doc_14', 'Doc_15', 'Doc_16', 'Doc_17', 'Doc_18', 'Doc_19', 'Doc_20', 'Doc_21', 'Doc_22', 'Doc_23', 'Doc_24', 'Doc_25', 'Doc_26', 'Doc_27', 'Doc_28', 'Doc_29', 'Doc_30', 'Doc_31', 'Doc_32', 'Doc_33', 'Doc_34', 'Doc_35', 'Doc_36', 'Doc_37', 'Doc_38', 'Doc_39', 'Doc_40', 'Doc_41', 'Doc_42', 'Doc_43', 'Doc_44', 'Doc_45', 'Doc_46', 'Doc_47', 'Doc_48', 'Doc_49', 'Doc_50', 'Doc_51', 'Doc_52', 'Doc_53', 'Doc_54', 'Doc_55', 'Doc_56']"
70,youtub,57,"['Doc_0', 'Doc_1', 'Doc_2', 'Doc_3', 'Doc_4', 'Doc_5', 'Doc_6', 'Doc_7', 'Doc_8', 'Doc_9', 'Doc_10', 'Doc_11', 'Doc_12', 'Doc_13', 'Doc_14', 'Doc_15', 'Doc_16', 'Doc_17', 'Doc_18', 'Doc_19', 'Doc_20', 'Doc_21', 'Doc_22', 'Doc_23', 'Doc_24', 'Doc_25', 'Doc_26', 'Doc_27', 'Doc_28', 'Doc_29', 'Doc_30', 'Doc_31', 'Doc_32', 'Doc_33', 'Doc_34', 'Doc_35', 'Doc_36', 'Doc_37', 'Doc_38', 'Doc_39', 'Doc_40', 'Doc_41', 'Doc_42', 'Doc_43', 'Doc_44', 'Doc_45', 'Doc_46', 'Doc_47', 'Doc_48', 'Doc_49', 'Doc_50', 'Doc_51', 'Doc_52', 'Doc_53', 'Doc_54', 'Doc_55', 'Doc_56']"
71,channel,57,"['Doc_0', 'Doc_1', 'Doc_2', 'Doc_3', 'Doc_4', 'Doc_5', 'Doc_6', 'Doc_7', 'Doc_8', 'Doc_9', 'Doc_10', 'Doc_11', 'Doc_12', 'Doc_13', 'Doc_14', 'Doc_15', 'Doc_16', 'Doc_17', 'Doc_18', 'Doc_19', 'Doc_20', 'Doc_21', 'Doc_22', 'Doc_23', 'Doc_24', 'Doc_25', 'Doc_26', 'Doc_27', 'Doc_28', 'Doc_29', 'Doc_30', 'Doc_31', 'Doc_32', 'Doc_33', 'Doc_34', 'Doc_35', 'Doc_36', 'Doc_37', 'Doc_38', 'Doc_39', 'Doc_40', 'Doc_41', 'Doc_42', 'Doc_43', 'Doc_44', 'Doc_45', 'Doc_46', 'Doc_47', 'Doc_48', 'Doc_49', 'Doc_50', 'Doc_51', 'Doc_52', 'Doc_53', 'Doc_54', 'Doc_55', 'Doc_56']"
