,Term,Documented Frequency,Posting List
473,shah,4,"['Doc_3', 'Doc_10', 'Doc_20', 'Doc_30']"
474,majid,4,"['Doc_3', 'Doc_10', 'Doc_20', 'Doc_30']"
475,sami,4,"['Doc_3', 'Doc_10', 'Doc_20', 'Doc_30']"
476,ud,4,"['Doc_3', 'Doc_10', 'Doc_20', 'Doc_30']"
477,din,4,"['Doc_3', 'Doc_10', 'Doc_20', 'Doc_30']"
478,hamza,4,"['Doc_3', 'Doc_10', 'Doc_20', 'Doc_30']"
479,zad,4,"['Doc_3', 'Doc_10', 'Doc_20', 'Doc_30']"
480,gul,4,"['Doc_3', 'Doc_10', 'Doc_20', 'Doc_30']"
481,fayyaz,4,"['Doc_3', 'Doc_10', 'Doc_20', 'Doc_30']"
482,kashif,4,"['Doc_3', 'Doc_10', 'Doc_20', 'Doc_30']"
483,ms.,6,"['Doc_3', 'Doc_10', 'Doc_20', 'Doc_30', 'Doc_45', 'Doc_47']"
484,abbirah,4,"['Doc_3', 'Doc_10', 'Doc_20', 'Doc_30']"
485,ahmad,4,"['Doc_3', 'Doc_10', 'Doc_20', 'Doc_30']"
486,usama,4,"['Doc_3', 'Doc_10', 'Doc_20', 'Doc_30']"
487,zulaikha,4,"['Doc_3', 'Doc_10', 'Doc_20', 'Doc_30']"
488,kiran,4,"['Doc_3', 'Doc_10', 'Doc_20', 'Doc_30']"
489,muhammad,12,"['Doc_3', 'Doc_10', 'Doc_20', 'Doc_30', 'Doc_41', 'Doc_45', 'Doc_46', 'Doc_47', 'Doc_50', 'Doc_51', 'Doc_55', 'Doc_56']"
490,sajid,6,"['Doc_3', 'Doc_10', 'Doc_14', 'Doc_19', 'Doc_20', 'Doc_30']"
491,bashir,8,"['Doc_3', 'Doc_10', 'Doc_14', 'Doc_19', 'Doc_20', 'Doc_26', 'Doc_30', 'Doc_31']"
492,ashraf,4,"['Doc_3', 'Doc_10', 'Doc_20', 'Doc_30']"
493,asif,6,"['Doc_3', 'Doc_10', 'Doc_20', 'Doc_30', 'Doc_55', 'Doc_56']"
494,mahmood,5,"['Doc_3', 'Doc_10', 'Doc_20', 'Doc_24', 'Doc_30']"
495,iqra,4,"['Doc_3', 'Doc_10', 'Doc_20', 'Doc_30']"
496,abdullah,4,"['Doc_3', 'Doc_10', 'Doc_20', 'Doc_30']"
497,umar,4,"['Doc_3', 'Doc_10', 'Doc_20', 'Doc_30']"
498,farooq,4,"['Doc_3', 'Doc_10', 'Doc_20', 'Doc_30']"
499,basharat,4,"['Doc_3', 'Doc_10', 'Doc_20', 'Doc_30']"
500,jave,4,"['Doc_3', 'Doc_10', 'Doc_20', 'Doc_30']"
501,yasir,4,"['Doc_3', 'Doc_10', 'Doc_20', 'Doc_30']"
502,riaz,6,"['Doc_3', 'Doc_10', 'Doc_20', 'Doc_30', 'Doc_55', 'Doc_56']"
503,shahid,6,"['Doc_3', 'Doc_10', 'Doc_20', 'Doc_30', 'Doc_55', 'Doc_56']"
504,zameer,4,"['Doc_3', 'Doc_10', 'Doc_20', 'Doc_30']"
505,nawaz,4,"['Doc_3', 'Doc_10', 'Doc_20', 'Doc_30']"
506,irfan,4,"['Doc_3', 'Doc_10', 'Doc_20', 'Doc_30']"
507,nadeem,4,"['Doc_3', 'Doc_10', 'Doc_20', 'Doc_30']"
508,haroon,4,"['Doc_3', 'Doc_10', 'Doc_20', 'Doc_30']"
509,karim,4,"['Doc_3', 'Doc_10', 'Doc_20', 'Doc_30']"
510,ashfaq,4,"['Doc_3', 'Doc_10', 'Doc_20', 'Doc_30']"
511,bokhari,4,"['Doc_3', 'Doc_10', 'Doc_20', 'Doc_30']"
512,ehsan,6,"['Doc_3', 'Doc_10', 'Doc_20', 'Doc_30', 'Doc_45', 'Doc_47']"
513,mudassar,4,"['Doc_3', 'Doc_10', 'Doc_20', 'Doc_30']"
514,adil,4,"['Doc_3', 'Doc_10', 'Doc_20', 'Doc_30']"
515,jahang,4,"['Doc_3', 'Doc_10', 'Doc_20', 'Doc_30']"
516,israr,4,"['Doc_3', 'Doc_10', 'Doc_20', 'Doc_30']"
517,zia,4,"['Doc_3', 'Doc_10', 'Doc_20', 'Doc_30']"
518,samad,4,"['Doc_3', 'Doc_10', 'Doc_20', 'Doc_30']"
519,wali,4,"['Doc_3', 'Doc_10', 'Doc_20', 'Doc_30']"
520,zubair,4,"['Doc_3', 'Doc_10', 'Doc_20', 'Doc_30']"
521,faiqa,4,"['Doc_3', 'Doc_10', 'Doc_20', 'Doc_30']"
522,kamran,4,"['Doc_3', 'Doc_10', 'Doc_20', 'Doc_30']"
523,rauf,6,"['Doc_3', 'Doc_10', 'Doc_20', 'Doc_30', 'Doc_45', 'Doc_46']"
524,A.,6,"['Doc_3', 'Doc_10', 'Doc_20', 'Doc_30', 'Doc_45', 'Doc_46']"
525,sheikh,6,"['Doc_3', 'Doc_10', 'Doc_20', 'Doc_30', 'Doc_45', 'Doc_46']"
526,zahid,6,"['Doc_3', 'Doc_10', 'Doc_20', 'Doc_30', 'Doc_41', 'Doc_46']"
527,hanif,6,"['Doc_3', 'Doc_10', 'Doc_20', 'Doc_30', 'Doc_41', 'Doc_46']"
528,punjab,19,"['Doc_3', 'Doc_10', 'Doc_17', 'Doc_20', 'Doc_23', 'Doc_26', 'Doc_27', 'Doc_30', 'Doc_31', 'Doc_33', 'Doc_39', 'Doc_40', 'Doc_42', 'Doc_43', 'Doc_44', 'Doc_45', 'Doc_47', 'Doc_50', 'Doc_51']"
529,assembl,15,"['Doc_3', 'Doc_10', 'Doc_17', 'Doc_20', 'Doc_23', 'Doc_27', 'Doc_30', 'Doc_33', 'Doc_39', 'Doc_40', 'Doc_42', 'Doc_43', 'Doc_44', 'Doc_45', 'Doc_47']"
530,nomin,4,"['Doc_3', 'Doc_10', 'Doc_20', 'Doc_30']"
531,speaker,6,"['Doc_3', 'Doc_10', 'Doc_20', 'Doc_24', 'Doc_25', 'Doc_30']"
532,chairperson,4,"['Doc_3', 'Doc_10', 'Doc_20', 'Doc_30']"
533,higher,15,"['Doc_3', 'Doc_10', 'Doc_11', 'Doc_14', 'Doc_16', 'Doc_20', 'Doc_26', 'Doc_30', 'Doc_31', 'Doc_34', 'Doc_41', 'Doc_45', 'Doc_47', 'Doc_53', 'Doc_54']"
534,educ,30,"['Doc_3', 'Doc_4', 'Doc_10', 'Doc_11', 'Doc_14', 'Doc_16', 'Doc_17', 'Doc_20', 'Doc_23', 'Doc_26', 'Doc_27', 'Doc_28', 'Doc_30', 'Doc_31', 'Doc_33', 'Doc_34', 'Doc_39', 'Doc_40', 'Doc_41', 'Doc_42', 'Doc_43', 'Doc_44', 'Doc_47', 'Doc_50', 'Doc_51', 'Doc_52', 'Doc_53', 'Doc_54', 'Doc_55', 'Doc_56']"
535,commiss,10,"['Doc_3', 'Doc_10', 'Doc_11', 'Doc_14', 'Doc_16', 'Doc_20', 'Doc_30', 'Doc_34', 'Doc_41', 'Doc_47']"
536,hi,8,"['Doc_3', 'Doc_10', 'Doc_20', 'Doc_23', 'Doc_28', 'Doc_30', 'Doc_55', 'Doc_56']"
537,nomine,4,"['Doc_3', 'Doc_10', 'Doc_20', 'Doc_30']"
538,secretari,4,"['Doc_3', 'Doc_10', 'Doc_20', 'Doc_30']"
539,govt,4,"['Doc_3', 'Doc_10', 'Doc_20', 'Doc_30']"
540,vice,4,"['Doc_3', 'Doc_10', 'Doc_20', 'Doc_30']"
541,chancellor,4,"['Doc_3', 'Doc_10', 'Doc_20', 'Doc_30']"
542,public,12,"['Doc_3', 'Doc_10', 'Doc_17', 'Doc_20', 'Doc_27', 'Doc_30', 'Doc_39', 'Doc_40', 'Doc_43', 'Doc_44', 'Doc_55', 'Doc_56']"
543,univers,25,"['Doc_3', 'Doc_8', 'Doc_10', 'Doc_16', 'Doc_17', 'Doc_18', 'Doc_19', 'Doc_20', 'Doc_22', 'Doc_24', 'Doc_25', 'Doc_26', 'Doc_27', 'Doc_30', 'Doc_31', 'Doc_39', 'Doc_44', 'Doc_45', 'Doc_46', 'Doc_47', 'Doc_49', 'Doc_50', 'Doc_51', 'Doc_53', 'Doc_54']"
544,governor,6,"['Doc_3', 'Doc_10', 'Doc_20', 'Doc_30', 'Doc_55', 'Doc_56']"
545,defin,2,"['Doc_3', 'Doc_9']"
546,attribut,2,"['Doc_3', 'Doc_9']"
547,evalu,2,"['Doc_3', 'Doc_9']"
548,satisfact,2,"['Doc_3', 'Doc_9']"
549,survey,8,"['Doc_3', 'Doc_9', 'Doc_17', 'Doc_27', 'Doc_39', 'Doc_40', 'Doc_43', 'Doc_44']"
550,staff,6,"['Doc_3', 'Doc_9', 'Doc_49', 'Doc_50', 'Doc_55', 'Doc_56']"
551,alumni,5,"['Doc_3', 'Doc_5', 'Doc_8', 'Doc_9', 'Doc_28']"
552,compil,2,"['Doc_3', 'Doc_9']"
553,annual,4,"['Doc_3', 'Doc_9', 'Doc_41', 'Doc_46']"
554,self-assess,2,"['Doc_3', 'Doc_9']"
555,report,8,"['Doc_3', 'Doc_9', 'Doc_17', 'Doc_27', 'Doc_39', 'Doc_40', 'Doc_43', 'Doc_44']"
556,retreat,2,"['Doc_3', 'Doc_9']"
557,exit,2,"['Doc_3', 'Doc_9']"
558,interview,4,"['Doc_3', 'Doc_9', 'Doc_11', 'Doc_34']"
559,dai,2,"['Doc_3', 'Doc_9']"
560,qualit,2,"['Doc_3', 'Doc_9']"
561,incent,4,"['Doc_3', 'Doc_9', 'Doc_22', 'Doc_30']"
562,other,16,"['Doc_3', 'Doc_5', 'Doc_8', 'Doc_9', 'Doc_10', 'Doc_11', 'Doc_27', 'Doc_28', 'Doc_34', 'Doc_35', 'Doc_40', 'Doc_43', 'Doc_45', 'Doc_47', 'Doc_55', 'Doc_56']"
563,polici,13,"['Doc_3', 'Doc_9', 'Doc_14', 'Doc_16', 'Doc_17', 'Doc_39', 'Doc_41', 'Doc_44', 'Doc_45', 'Doc_46', 'Doc_47', 'Doc_55', 'Doc_56']"
564,ckeditorimag,9,"['Doc_4', 'Doc_5', 'Doc_8', 'Doc_9', 'Doc_28', 'Doc_32', 'Doc_33', 'Doc_35', 'Doc_48']"
565,upload,9,"['Doc_4', 'Doc_5', 'Doc_8', 'Doc_9', 'Doc_28', 'Doc_32', 'Doc_33', 'Doc_35', 'Doc_48']"
566,userfil,9,"['Doc_4', 'Doc_5', 'Doc_8', 'Doc_9', 'Doc_28', 'Doc_32', 'Doc_33', 'Doc_35', 'Doc_48']"
567,financ,7,"['Doc_4', 'Doc_14', 'Doc_16', 'Doc_33', 'Doc_41', 'Doc_46', 'Doc_47']"
568,20policies.pdf,2,"['Doc_4', 'Doc_33']"
569,deposit_slip.pdf,4,"['Doc_4', 'Doc_32', 'Doc_33', 'Doc_35']"
570,bank,12,"['Doc_4', 'Doc_5', 'Doc_8', 'Doc_9', 'Doc_11', 'Doc_28', 'Doc_32', 'Doc_33', 'Doc_34', 'Doc_35', 'Doc_50', 'Doc_51']"
571,account,12,"['Doc_4', 'Doc_5', 'Doc_8', 'Doc_9', 'Doc_28', 'Doc_32', 'Doc_33', 'Doc_35', 'Doc_41', 'Doc_46', 'Doc_55', 'Doc_56']"
572,muslim,4,"['Doc_4', 'Doc_32', 'Doc_33', 'Doc_35']"
573,commerci,16,"['Doc_4', 'Doc_8', 'Doc_16', 'Doc_17', 'Doc_18', 'Doc_19', 'Doc_20', 'Doc_22', 'Doc_24', 'Doc_25', 'Doc_27', 'Doc_32', 'Doc_33', 'Doc_35', 'Doc_50', 'Doc_51']"
574,mcb,4,"['Doc_4', 'Doc_32', 'Doc_33', 'Doc_35']"
575,ltd,4,"['Doc_4', 'Doc_32', 'Doc_33', 'Doc_35']"
576,collect,12,"['Doc_4', 'Doc_5', 'Doc_8', 'Doc_9', 'Doc_28', 'Doc_32', 'Doc_33', 'Doc_35', 'Doc_41', 'Doc_46', 'Doc_55', 'Doc_56']"
577,1121930011000966,4,"['Doc_4', 'Doc_32', 'Doc_33', 'Doc_35']"
578,believ,2,"['Doc_4', 'Doc_33']"
579,right,6,"['Doc_4', 'Doc_6', 'Doc_26', 'Doc_31', 'Doc_33', 'Doc_37']"
580,everyon,2,"['Doc_4', 'Doc_33']"
581,regardless,2,"['Doc_4', 'Doc_33']"
582,background,4,"['Doc_4', 'Doc_33', 'Doc_53', 'Doc_54']"
583,therefor,2,"['Doc_4', 'Doc_33']"
584,support,24,"['Doc_4', 'Doc_5', 'Doc_6', 'Doc_8', 'Doc_9', 'Doc_11', 'Doc_19', 'Doc_22', 'Doc_28', 'Doc_30', 'Doc_32', 'Doc_33', 'Doc_34', 'Doc_41', 'Doc_45', 'Doc_46', 'Doc_47', 'Doc_49', 'Doc_50', 'Doc_51', 'Doc_53', 'Doc_54', 'Doc_55', 'Doc_56']"
585,avail,19,"['Doc_4', 'Doc_5', 'Doc_8', 'Doc_9', 'Doc_11', 'Doc_14', 'Doc_16', 'Doc_17', 'Doc_28', 'Doc_33', 'Doc_34', 'Doc_39', 'Doc_41', 'Doc_44', 'Doc_46', 'Doc_47', 'Doc_49', 'Doc_53', 'Doc_54']"
586,those,8,"['Doc_4', 'Doc_5', 'Doc_8', 'Doc_9', 'Doc_28', 'Doc_33', 'Doc_55', 'Doc_56']"
587,who,17,"['Doc_4', 'Doc_5', 'Doc_7', 'Doc_8', 'Doc_9', 'Doc_10', 'Doc_11', 'Doc_28', 'Doc_33', 'Doc_34', 'Doc_35', 'Doc_51', 'Doc_52', 'Doc_53', 'Doc_54', 'Doc_55', 'Doc_56']"
588,can,23,"['Doc_4', 'Doc_5', 'Doc_8', 'Doc_9', 'Doc_11', 'Doc_14', 'Doc_16', 'Doc_17', 'Doc_27', 'Doc_28', 'Doc_33', 'Doc_34', 'Doc_39', 'Doc_40', 'Doc_41', 'Doc_43', 'Doc_44', 'Doc_47', 'Doc_49', 'Doc_53', 'Doc_54', 'Doc_55', 'Doc_56']"
589,’,30,"['Doc_4', 'Doc_5', 'Doc_6', 'Doc_8', 'Doc_9', 'Doc_17', 'Doc_21', 'Doc_22', 'Doc_27', 'Doc_28', 'Doc_29', 'Doc_30', 'Doc_32', 'Doc_33', 'Doc_39', 'Doc_40', 'Doc_41', 'Doc_43', 'Doc_44', 'Doc_45', 'Doc_46', 'Doc_47', 'Doc_49', 'Doc_50', 'Doc_51', 'Doc_52', 'Doc_53', 'Doc_54', 'Doc_55', 'Doc_56']"
590,t,2,"['Doc_4', 'Doc_33']"
591,afford,4,"['Doc_4', 'Doc_33', 'Doc_53', 'Doc_54']"
592,above-ment,2,"['Doc_4', 'Doc_33']"
593,;,13,"['Doc_4', 'Doc_5', 'Doc_8', 'Doc_9', 'Doc_17', 'Doc_28', 'Doc_33', 'Doc_39', 'Doc_44', 'Doc_45', 'Doc_47', 'Doc_55', 'Doc_56']"
594,non-refund,4,"['Doc_4', 'Doc_11', 'Doc_33', 'Doc_34']"
595,secur,4,"['Doc_4', 'Doc_7', 'Doc_33', 'Doc_34']"
596,one-tim,2,"['Doc_4', 'Doc_33']"
597,paid,2,"['Doc_4', 'Doc_33']"
598,time,16,"['Doc_4', 'Doc_5', 'Doc_8', 'Doc_9', 'Doc_17', 'Doc_28', 'Doc_33', 'Doc_39', 'Doc_44', 'Doc_45', 'Doc_46', 'Doc_47', 'Doc_50', 'Doc_51', 'Doc_55', 'Doc_56']"
599,receiv,8,"['Doc_4', 'Doc_17', 'Doc_27', 'Doc_33', 'Doc_39', 'Doc_40', 'Doc_43', 'Doc_44']"
600,quarterli,2,"['Doc_4', 'Doc_33']"
601,basi,6,"['Doc_4', 'Doc_6', 'Doc_11', 'Doc_32', 'Doc_33', 'Doc_34']"
602,hostel,9,"['Doc_5', 'Doc_7', 'Doc_8', 'Doc_9', 'Doc_11', 'Doc_28', 'Doc_34', 'Doc_50', 'Doc_51']"
603,policies.pdf,4,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_28']"
604,due,4,"['Doc_5', 'Doc_7', 'Doc_21', 'Doc_31']"
605,pandem,4,"['Doc_5', 'Doc_7', 'Doc_21', 'Doc_31']"
606,situat,9,"['Doc_5', 'Doc_7', 'Doc_11', 'Doc_21', 'Doc_23', 'Doc_31', 'Doc_33', 'Doc_34', 'Doc_42']"
607,fall,6,"['Doc_5', 'Doc_7', 'Doc_21', 'Doc_31', 'Doc_45', 'Doc_47']"
608,2020,6,"['Doc_5', 'Doc_7', 'Doc_21', 'Doc_31', 'Doc_55', 'Doc_56']"
609,wa,20,"['Doc_5', 'Doc_6', 'Doc_7', 'Doc_16', 'Doc_18', 'Doc_19', 'Doc_21', 'Doc_22', 'Doc_24', 'Doc_25', 'Doc_26', 'Doc_29', 'Doc_31', 'Doc_32', 'Doc_41', 'Doc_45', 'Doc_46', 'Doc_47', 'Doc_50', 'Doc_51']"
610,chang,16,"['Doc_5', 'Doc_6', 'Doc_7', 'Doc_8', 'Doc_9', 'Doc_14', 'Doc_16', 'Doc_17', 'Doc_21', 'Doc_28', 'Doc_31', 'Doc_37', 'Doc_39', 'Doc_41', 'Doc_44', 'Doc_47']"
611,spring,6,"['Doc_5', 'Doc_7', 'Doc_21', 'Doc_31', 'Doc_50', 'Doc_51']"
612,2021,12,"['Doc_5', 'Doc_6', 'Doc_7', 'Doc_10', 'Doc_21', 'Doc_31', 'Doc_35', 'Doc_37', 'Doc_38', 'Doc_40', 'Doc_49', 'Doc_54']"
613,semest,10,"['Doc_5', 'Doc_7', 'Doc_8', 'Doc_9', 'Doc_17', 'Doc_21', 'Doc_28', 'Doc_31', 'Doc_39', 'Doc_44']"
614,present,16,"['Doc_5', 'Doc_7', 'Doc_17', 'Doc_21', 'Doc_27', 'Doc_31', 'Doc_39', 'Doc_40', 'Doc_41', 'Doc_43', 'Doc_44', 'Doc_45', 'Doc_46', 'Doc_47', 'Doc_53', 'Doc_54']"
615,schedul,4,"['Doc_5', 'Doc_7', 'Doc_21', 'Doc_31']"
616,shown,4,"['Doc_5', 'Doc_7', 'Doc_21', 'Doc_31']"
617,up,15,"['Doc_5', 'Doc_6', 'Doc_7', 'Doc_8', 'Doc_9', 'Doc_21', 'Doc_28', 'Doc_31', 'Doc_32', 'Doc_45', 'Doc_46', 'Doc_53', 'Doc_54', 'Doc_55', 'Doc_56']"
618,15th,4,"['Doc_5', 'Doc_7', 'Doc_21', 'Doc_31']"
619,may,4,"['Doc_5', 'Doc_7', 'Doc_21', 'Doc_31']"
620,recommend,4,"['Doc_5', 'Doc_7', 'Doc_21', 'Doc_31']"
621,ncoc,4,"['Doc_5', 'Doc_7', 'Doc_21', 'Doc_31']"
622,order,4,"['Doc_5', 'Doc_7', 'Doc_21', 'Doc_31']"
623,govern,7,"['Doc_5', 'Doc_6', 'Doc_7', 'Doc_21', 'Doc_26', 'Doc_31', 'Doc_32']"
624,time-to-tm,4,"['Doc_5', 'Doc_7', 'Doc_21', 'Doc_31']"
625,date,10,"['Doc_5', 'Doc_6', 'Doc_7', 'Doc_21', 'Doc_31', 'Doc_37', 'Doc_38', 'Doc_40', 'Doc_45', 'Doc_46']"
626,mode,4,"['Doc_5', 'Doc_7', 'Doc_21', 'Doc_31']"
627,mid,4,"['Doc_5', 'Doc_7', 'Doc_21', 'Doc_31']"
628,final,14,"['Doc_5', 'Doc_7', 'Doc_8', 'Doc_16', 'Doc_17', 'Doc_18', 'Doc_19', 'Doc_20', 'Doc_21', 'Doc_22', 'Doc_24', 'Doc_25', 'Doc_27', 'Doc_31']"
629,yet,4,"['Doc_5', 'Doc_7', 'Doc_21', 'Doc_31']"
630,determin,4,"['Doc_5', 'Doc_7', 'Doc_21', 'Doc_31']"
631,both,9,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_11', 'Doc_17', 'Doc_28', 'Doc_34', 'Doc_39', 'Doc_44']"
632,male,8,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_11', 'Doc_26', 'Doc_28', 'Doc_31', 'Doc_34']"
633,femal,8,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_11', 'Doc_26', 'Doc_28', 'Doc_31', 'Doc_34']"
634,chagda,4,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_28']"
635,mess,4,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_28']"
636,also,19,"['Doc_5', 'Doc_6', 'Doc_8', 'Doc_9', 'Doc_11', 'Doc_14', 'Doc_16', 'Doc_17', 'Doc_24', 'Doc_25', 'Doc_28', 'Doc_32', 'Doc_34', 'Doc_39', 'Doc_41', 'Doc_44', 'Doc_45', 'Doc_46', 'Doc_47']"
637,hostel-wid,4,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_28']"
638,internet,7,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_27', 'Doc_28', 'Doc_40', 'Doc_43']"
639,laundri,4,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_28']"
640,gymnasium,4,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_28']"
641,cricket,6,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_28', 'Doc_55', 'Doc_56']"
642,footbal,6,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_17', 'Doc_18', 'Doc_28']"
643,badminton,4,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_28']"
644,tabl,4,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_28']"
645,tenni,4,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_28']"
646,volley,4,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_28']"
647,ball,4,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_28']"
648,s,26,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_17', 'Doc_21', 'Doc_22', 'Doc_27', 'Doc_28', 'Doc_29', 'Doc_30', 'Doc_39', 'Doc_40', 'Doc_41', 'Doc_43', 'Doc_44', 'Doc_45', 'Doc_46', 'Doc_47', 'Doc_49', 'Doc_50', 'Doc_51', 'Doc_52', 'Doc_53', 'Doc_54', 'Doc_55', 'Doc_56']"
649,intend,4,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_28']"
650,achiev,7,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_17', 'Doc_28', 'Doc_39', 'Doc_44']"
651,three,9,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_10', 'Doc_17', 'Doc_28', 'Doc_35', 'Doc_39', 'Doc_44']"
652,pillar,4,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_28']"
653,name,8,"['Doc_5', 'Doc_7', 'Doc_8', 'Doc_9', 'Doc_28', 'Doc_34', 'Doc_50', 'Doc_51']"
654,develop,31,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_14', 'Doc_16', 'Doc_17', 'Doc_18', 'Doc_19', 'Doc_20', 'Doc_21', 'Doc_22', 'Doc_23', 'Doc_24', 'Doc_25', 'Doc_27', 'Doc_28', 'Doc_29', 'Doc_33', 'Doc_39', 'Doc_40', 'Doc_41', 'Doc_42', 'Doc_43', 'Doc_44', 'Doc_47', 'Doc_49', 'Doc_50', 'Doc_53', 'Doc_54', 'Doc_55', 'Doc_56']"
655,which,18,"['Doc_5', 'Doc_6', 'Doc_8', 'Doc_9', 'Doc_11', 'Doc_21', 'Doc_22', 'Doc_28', 'Doc_29', 'Doc_30', 'Doc_32', 'Doc_34', 'Doc_36', 'Doc_38', 'Doc_45', 'Doc_47', 'Doc_55', 'Doc_56']"
656,all,19,"['Doc_5', 'Doc_6', 'Doc_8', 'Doc_9', 'Doc_10', 'Doc_11', 'Doc_21', 'Doc_28', 'Doc_29', 'Doc_32', 'Doc_34', 'Doc_35', 'Doc_45', 'Doc_46', 'Doc_47', 'Doc_49', 'Doc_50', 'Doc_55', 'Doc_56']"
657,requir,15,"['Doc_5', 'Doc_6', 'Doc_8', 'Doc_9', 'Doc_11', 'Doc_23', 'Doc_28', 'Doc_32', 'Doc_33', 'Doc_34', 'Doc_42', 'Doc_45', 'Doc_47', 'Doc_53', 'Doc_54']"
658,maintain,8,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_28', 'Doc_41', 'Doc_45', 'Doc_46', 'Doc_47']"
659,320,4,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_28']"
660,hour,19,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_14', 'Doc_16', 'Doc_17', 'Doc_23', 'Doc_27', 'Doc_28', 'Doc_33', 'Doc_39', 'Doc_40', 'Doc_41', 'Doc_42', 'Doc_43', 'Doc_44', 'Doc_47', 'Doc_55', 'Doc_56']"
661,everi,4,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_28']"
662,year,21,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_16', 'Doc_17', 'Doc_18', 'Doc_19', 'Doc_20', 'Doc_22', 'Doc_24', 'Doc_25', 'Doc_27', 'Doc_28', 'Doc_36', 'Doc_38', 'Doc_41', 'Doc_46', 'Doc_49', 'Doc_50', 'Doc_55', 'Doc_56']"
663,toward,6,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_28', 'Doc_53', 'Doc_54']"
664,exampl,6,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_28', 'Doc_49', 'Doc_50']"
665,includ,18,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_17', 'Doc_23', 'Doc_27', 'Doc_28', 'Doc_33', 'Doc_39', 'Doc_40', 'Doc_42', 'Doc_43', 'Doc_44', 'Doc_45', 'Doc_46', 'Doc_47', 'Doc_49', 'Doc_50']"
666,school,14,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_11', 'Doc_23', 'Doc_25', 'Doc_26', 'Doc_28', 'Doc_33', 'Doc_34', 'Doc_42', 'Doc_49', 'Doc_50', 'Doc_51']"
667,go,6,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_28', 'Doc_55', 'Doc_56']"
668,children,4,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_28']"
669,plantat,6,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_17', 'Doc_18', 'Doc_28']"
670,addit,6,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_20', 'Doc_24', 'Doc_28']"
671,on-campu,4,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_28']"
672,off-,4,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_28']"
673,job,4,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_28']"
674,should,4,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_28']"
675,maximum,4,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_28']"
676,vari,4,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_28']"
677,depend,11,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_14', 'Doc_16', 'Doc_17', 'Doc_28', 'Doc_39', 'Doc_41', 'Doc_44', 'Doc_47']"
678,grant,6,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_28', 'Doc_50', 'Doc_51']"
679,each,9,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_10', 'Doc_17', 'Doc_28', 'Doc_35', 'Doc_39', 'Doc_44']"
680,100,10,"['Doc_5', 'Doc_7', 'Doc_8', 'Doc_9', 'Doc_10', 'Doc_28', 'Doc_34', 'Doc_35', 'Doc_55', 'Doc_56']"
681,while,6,"['Doc_5', 'Doc_6', 'Doc_8', 'Doc_9', 'Doc_28', 'Doc_32']"
682,50,8,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_28', 'Doc_49', 'Doc_50', 'Doc_55', 'Doc_56']"
683,categori,4,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_28']"
